Year,Geography,Time leaving for work ,Age ,Gender ,Main mode of commuting ,Commuting duration,Value
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),34
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,"Car, truck or van",Average commuting duration (in minutes),35
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),35
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Men+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),33
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,"Car, truck or van",Average commuting duration (in minutes),36
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),36
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,65 years and over,Women+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),35.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),"Car, truck or van",Average commuting duration (in minutes),37.1
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),37.5
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),20
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Sustainable transportation,Average commuting duration (in minutes),6.9
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Active transportation,Average commuting duration (in minutes),7.4
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Total (all genders),Other method,Average commuting duration (in minutes),30
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Total - Main mode of commuting,Average commuting duration (in minutes),39.1
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,"Car, truck or van",Average commuting duration (in minutes),40.1
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),40.9
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),20
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Sustainable transportation,Average commuting duration (in minutes),10.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Active transportation,Average commuting duration (in minutes),10.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Men+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Total - Main mode of commuting,Average commuting duration (in minutes),31.7
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,"Car, truck or van",Average commuting duration (in minutes),33.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),33.3
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),20
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Sustainable transportation,Average commuting duration (in minutes),3.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Active transportation,Average commuting duration (in minutes),4.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,Total (all ages),Women+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),28.1
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),28.6
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),31.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),14.4
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),30.6
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,"Car, truck or van",Average commuting duration (in minutes),30.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),33.5
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),25.6
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,"Car, truck or van",Average commuting duration (in minutes),26.4
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),29.4
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),12
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,15 to 24 years,Women+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),35.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),36.3
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),36
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),8.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Active transportation,Average commuting duration (in minutes),8.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Total (all genders),Other method,Average commuting duration (in minutes),24
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),38.9
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,"Car, truck or van",Average commuting duration (in minutes),39.5
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),39.6
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),30.6
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,"Car, truck or van",Average commuting duration (in minutes),32.1
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),31.5
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Sustainable transportation,Average commuting duration (in minutes),3.8
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Active transportation,Average commuting duration (in minutes),4.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,25 to 64 years,Women+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),58.4
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),63.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),65.5
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),51.2
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,"Car, truck or van",Average commuting duration (in minutes),57
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),59
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Men+,Other method,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),84
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,"Car, truck or van",Average commuting duration (in minutes),84
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),84
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Public transit,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Havelock-Belmont-Methuen,Total - Time leaving for work,65 years and over,Women+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),32.7
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),"Car, truck or van",Average commuting duration (in minutes),34.8
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),36
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),23
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Sustainable transportation,Average commuting duration (in minutes),3.2
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Active transportation,Average commuting duration (in minutes),3.5
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Total (all genders),Other method,Average commuting duration (in minutes),32
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Total - Main mode of commuting,Average commuting duration (in minutes),33
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,"Car, truck or van",Average commuting duration (in minutes),36
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),37.3
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Sustainable transportation,Average commuting duration (in minutes),2.8
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Active transportation,Average commuting duration (in minutes),3.1
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Men+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Total - Main mode of commuting,Average commuting duration (in minutes),32.4
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,"Car, truck or van",Average commuting duration (in minutes),33.4
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),34.4
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),23
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,Total (all ages),Women+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),21.6
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),22.6
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),28.4
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),20.2
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,"Car, truck or van",Average commuting duration (in minutes),21.6
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),22.4
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Men+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),25
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,"Car, truck or van",Average commuting duration (in minutes),25
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,15 to 24 years,Women+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),34.3
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),36.9
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),36.8
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),3.2
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Active transportation,Average commuting duration (in minutes),3.5
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Total (all genders),Other method,Average commuting duration (in minutes),32
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),35.4
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,"Car, truck or van",Average commuting duration (in minutes),39.2
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),40.2
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Sustainable transportation,Average commuting duration (in minutes),2.8
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Active transportation,Average commuting duration (in minutes),3.2
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Men+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),33
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,"Car, truck or van",Average commuting duration (in minutes),34
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),33
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,25 to 64 years,Women+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),39
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),39
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),39.5
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),40
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,"Car, truck or van",Average commuting duration (in minutes),40
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),40
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Men+,Other method,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),38
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,"Car, truck or van",Average commuting duration (in minutes),38
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),38
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Public transit,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Active transportation,Average commuting duration (in minutes),0
2021,North Kawartha,Total - Time leaving for work,65 years and over,Women+,Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),37.7
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),"Car, truck or van",Average commuting duration (in minutes),38.6
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),38
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),20
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Sustainable transportation,Average commuting duration (in minutes),33.5
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Public transit,Average commuting duration (in minutes),68
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Active transportation,Average commuting duration (in minutes),25.2
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Total (all genders),Other method,Average commuting duration (in minutes),21.2
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Total - Main mode of commuting,Average commuting duration (in minutes),42.3
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,"Car, truck or van",Average commuting duration (in minutes),43.4
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),42.8
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Sustainable transportation,Average commuting duration (in minutes),29
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Public transit,Average commuting duration (in minutes),0
