Year,Gender (3a),Economic family characteristics of persons (13),Unnamed: 3,Age (8),Individual MBM poverty status (7),Value
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),22.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,4520.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,4520.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,730.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,3790.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),16.2
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),33.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,685.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,685.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,130.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,555.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),19.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),34.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,185.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,185.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,45.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,135.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),24.3
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),29.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,500.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,500.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,80.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,420.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),16.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),37.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,220.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,220.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,40.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,180.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),18.2
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,1360.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,1360.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,250.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,1115.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),18.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),35.6
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,950.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,950.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,235.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,710.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),24.7
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),40.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,1305.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,1305.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,75.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,1225.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),5.7
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),14.4
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2565.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2565.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,210.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,2355.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),8.2
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),26.2
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,425.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,425.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,380.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),9.4
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),16.5
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,120.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,120.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,100.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,295.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,295.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,280.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,130.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,130.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,125.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,720.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,720.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,50.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,665.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),6.9
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),30.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,450.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,450.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,85.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,365.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),18.9
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),31.2
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,840.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,840.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,20.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,820.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),2.4
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),26.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2280.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2280.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,365.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,1915.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),16.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),34.8
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,345.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,345.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,65.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,280.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),18.8
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),31.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,90.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,90.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,30.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,55.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),33.3
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),32.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,265.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,265.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,35.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,225.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),13.2
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),30.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,100.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,100.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,20.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,80.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),20.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,690.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,690.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,120.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,565.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),17.4
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),41.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,475.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,475.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,120.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,355.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),25.3
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),38.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,665.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,665.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,35.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,630.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),5.3
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),19.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2500.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2500.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,160.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,2340.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),6.4
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),28.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,350.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,350.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,335.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,115.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,115.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,100.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,245.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,245.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,240.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,145.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,145.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,135.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,745.0
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,745.0
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,35.0
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,715.0
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),4.7
2020,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),32.0
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,490.0
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,490.0
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,85.0
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,405.0
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),17.3
2020,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),34.5
2020,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,765.0
2020,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,765.0
2020,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,750.0
2020,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2240.0
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2240.0
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,370.0
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,1875.0
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),16.5
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),32.8
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,335.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,335.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,60.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,275.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),17.9
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),38.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,95.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,95.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,80.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,240.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,240.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,50.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,195.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),20.8
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),42.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,120.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,120.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,25.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,95.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),20.8
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,675.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,675.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,125.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,545.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),18.5
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),30.4
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,475.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,475.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,115.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,360.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),24.2
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),43.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,640.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,640.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,45.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,595.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),7.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2855.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2855.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,170.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,2685.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),6.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),33.6
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,370.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,370.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,350.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,100.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,100.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,100.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,270.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,270.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,250.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,155.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,155.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,150.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,715.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,715.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,50.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,665.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),7.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),30.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,715.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,715.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,75.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,645.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),10.5
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),40.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,900.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,900.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,20.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,875.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),2.2
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),28.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,2455.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,2455.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,310.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,2145.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),12.6
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),28.6
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,375.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,375.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,60.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,310.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),16.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),29.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,85.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,85.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,30.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,60.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),35.3
